Schenectady,New York,65902,42.8142432,-73.93956870000000
Denver,Colorado,649495,39.739235800000000,-104.990251
Springfield,Illinois,117006,39.7817213,-89.6501481
Campbell,California,40584,37.2871651,-121.9499568
Moreno Valley,California,201175,33.9424658,-117.2296717
Kettering,Ohio,55870,39.6895036,-84.16882740000000
Lincoln Park,Michigan,37313,42.250594300000000,-83.17853610000000
Lake Havasu City,Arizona,52844,34.483901,-114.32245480000000
North Little Rock,Arkansas,66075,34.769536000000000,-92.2670941
Reno,Nevada,233294,39.529632900000000,-119.8138027
Littleton,Colorado,44275,39.613321,-105.0166498
Prescott,Arizona,40590,34.540024200000000,-112.46850250000000
Dublin,California,52105,37.7021521,-121.9357918
Texarkana,Texas,37442,33.425125,-94.0476882
Portland,Maine,66318,43.661471,-70.2553259
Brooklyn Park,Minnesota,78373,45.0941315,-93.3563405
West Haven,Connecticut,55046,41.2705484,-72.94697110000000
El Centro,California,43363,32.792,-115.56305140000000
The Colony,Texas,39458,33.0806083,-96.8928309
Flint,Michigan,99763,43.012527400000000,-83.6874562
Pittsburg,California,66695,38.027976200000000,-121.88468060000000
Buckeye,Arizona,56683,33.370319700000000,-112.58377660000000
Brea,California,40963,33.9166805,-117.9000604
Indio,California,83539,33.7205771,-116.2155619
Scottsdale,Arizona,226918,33.494170400000000,-111.9260519
Columbus,Ohio,822553,39.9611755,-82.9987942
Lancaster,Pennsylvania,59325,40.0378755,-76.3055144
Lincoln,Nebraska,268738,40.8257625,-96.6851982
Trenton,New Jersey,84349,40.2170534,-74.74293840000000
Boston,Massachusetts,645966,42.360082500000000,-71.0588801
Glendora,California,51074,34.136118700000000,-117.86533900000000
Rochester,Minnesota,110742,44.0121221,-92.4801989
Florissant,Missouri,52363,38.789217,-90.322614
Annapolis,Maryland,38722,38.9784453,-76.4921829
Chapel Hill,North Carolina,59635,35.913199600000000,-79.05584450000000
Lawrence,Indiana,47135,39.8386516,-86.0252612
Calexico,California,39389,32.6789476,-115.4988834
Calumet City,Illinois,37240,41.6155909,-87.5294871
Missoula,Montana,69122,46.8787176,-113.99658600000000
Clovis,California,99769,36.8252277,-119.70291940000000
Pearland,Texas,100065,29.5635666,-95.2860474
Gilbert,Arizona,229972,33.3528264,-111.789027
Wausau,Wisconsin,39309,44.9591352,-89.6301221
Raleigh,North Carolina,431746,35.7795897,-78.6381787
Orange,California,139969,33.787794400000000,-117.8531119
Walnut Creek,California,66900,37.9100783,-122.06518190000000
Bremerton,Washington,39056,47.567320200000000,-122.6329356
Porterville,California,55174,36.06523,-119.0167679
Marana,Arizona,38290,32.436381,-111.2224422
Tallahassee,Florida,186411,30.4382559,-84.2807329
Conroe,Texas,63032,30.311876900000000,-95.4560512
Blacksburg,Virginia,43609,37.2295733,-80.4139393
San Antonio,Texas,1409019,29.4241219,-98.4936282
Hartford,Connecticut,125017,41.7637111,-72.6850932
Waterloo,Iowa,68366,42.492786000000000,-92.3425775
Binghamton,New York,46444,42.0986867,-75.9179738
Meridian,Idaho,83596,43.61210870000000,-116.39151310000000
Fond du Lac,Wisconsin,42970,43.7730448,-88.44705080000000
Baytown,Texas,75418,29.735504700000000,-94.97742740000000
Cary,North Carolina,151088,35.791540000000000,-78.78111690000000
Weymouth Town,Massachusetts,55419,42.2180724,-70.94103560000000
Tulsa,Oklahoma,398121,36.1539816,-95.992775
Mission,Texas,81050,26.2159066,-98.3252932
Cuyahoga Falls,Ohio,49267,41.133944900000000,-81.48455850000000
Malden,Massachusetts,60509,42.4250964,-71.066163
Allen,Texas,92020,33.1031744,-96.6705503
Tucson,Arizona,526116,32.2217429,-110.926479
Franklin,Tennessee,68886,35.9250637,-86.86888990000000
Shakopee,Minnesota,39167,44.79739620000000,-93.5272861
Jacksonville,Florida,842583,30.3321838,-81.655651
Atlantic City,New Jersey,39551,39.3642834,-74.4229266
Erie,Pennsylvania,100671,42.1292241,-80.085059
Merced,California,81102,37.3021632,-120.48296770000000
Abilene,Texas,120099,32.4487364,-99.7331439
Yorba Linda,California,67032,33.888625900000000,-117.8131125
Greenville,South Carolina,61397,34.8526176,-82.3940104
Huntersville,North Carolina,50458,35.410694,-80.8428504
St. Clair Shores,Michigan,60070,42.4974085,-82.8963604
Harrisburg,Pennsylvania,49188,40.273191100000000,-76.88670080000000
San Buenaventura (Ventura),California,108817,34.274646000000000,-119.22903160000000
Fremont,California,224922,37.548269700000000,-121.98857190000000
Pueblo,Colorado,108249,38.2544472,-104.60914090000000
Chelsea,Massachusetts,37670,42.3917638,-71.03282840000000
Belleville,Illinois,42895,38.520050400000000,-89.98399350000000
Minneapolis,Minnesota,400070,44.977753,-93.2650108
Bartlett,Tennessee,58226,35.204532800000000,-89.8739753
Wichita Falls,Texas,104898,33.913708500000000,-98.49338730000000
Missouri City,Texas,70185,29.6185669,-95.5377215
St. Louis,Missouri,318416,38.6270025,-90.1994042
Pharr,Texas,73790,26.1947962,-98.1836216
Albuquerque,New Mexico,556495,35.0853336,-106.6055534
Athens-Clarke County,Georgia,119980,33.9519347,-83.357567
South Jordan,Utah,59366,40.5621704,-111.929658
North Las Vegas,Nevada,226877,36.1988592,-115.1175013
Pomona,California,151348,34.055103,-117.7499909
Eastvale,California,55191,33.952463,-117.5848025
Grove City,Ohio,37490,39.881451900000000,-83.09296440000000
Lawrence,Kansas,90811,38.971668900000000,-95.23525010000000
Midland,Texas,123933,31.9973456,-102.0779146
Oklahoma City,Oklahoma,610613,35.4675602,-97.5164276
Oro Valley,Arizona,41627,32.3909071,-110.96648800000000
Mesa,Arizona,457587,33.4151843,-111.83147240000000
Norwalk,Connecticut,87776,41.117744,-73.4081575
Kentwood,Michigan,50233,42.8694731,-85.6447492
Brookfield,Wisconsin,37999,43.0605671,-88.1064787
Rockwall,Texas,40922,32.9312336,-96.45970890000000
Mishawaka,Indiana,47989,41.6619927,-86.15861560000000
Tustin,California,78327,33.7458511,-117.82616600000000
St. Cloud,Minnesota,66297,45.5579451,-94.1632404
Passaic,New Jersey,70868,40.8567662,-74.12847640000000
Escondido,California,148738,33.1192068,-117.086421
San Bruno,California,42443,37.6304904,-122.41108350000000
Berkeley,California,116768,37.87159260000000,-122.272747
San Clemente,California,65040,33.4269728,-117.6119925
Lawton,Oklahoma,97151,34.6035669,-98.3959291
Eau Claire,Wisconsin,67545,44.811349,-91.4984941
Maricopa,Arizona,45508,33.058106300000000,-112.04764230000000
DeSoto,Texas,51483,32.589699800000000,-96.8570738
Fort Wayne,Indiana,256496,41.079273,-85.13935130000000
Shoreline,Washington,54790,47.7556531,-122.3415178
Medford,Massachusetts,57170,42.4184296,-71.10616390000000
La Habra,California,61653,33.9319578,-117.94617340000000
Albany,New York,98424,42.65257930000000,-73.7562317
Daly City,California,104739,37.687924100000000,-122.47020790000000
Taylor,Michigan,61817,42.240872000000000,-83.2696509
Lynchburg,Virginia,78014,37.4137536,-79.1422464
Bowie,Maryland,56759,39.0067768,-76.77913650000000
Danbury,Connecticut,83684,41.394817000000000,-73.45401110000000
Charlottesville,Virginia,44349,38.029305900000000,-78.4766781
Coral Gables,Florida,49631,25.72149,-80.2683838
Coeur d'Alene,Idaho,46402,47.677683200000000,-116.78046640000000
El Monte,California,115708,34.0686206,-118.02756670000000
Crystal Lake,Illinois,40388,42.2411344,-88.3161965
Danville,California,43341,37.8215929,-121.9999606
Goodyear,Arizona,72864,33.4353394,-112.3576567
Paterson,New Jersey,145948,40.916765400000000,-74.171811
Salem,Oregon,160614,44.9428975,-123.03509630000000
Kissimmee,Florida,65173,28.291955700000000,-81.40757100000000
Saginaw,Michigan,50303,43.419469900000000,-83.9508068
Brownsville,Texas,181860,25.9017472,-97.4974838
Flower Mound,Texas,68609,33.0145673,-97.0969552
Grapevine,Texas,50195,32.9342919,-97.07806540000000
Edina,Minnesota,49376,44.889686600000000,-93.3499489
Detroit,Michigan,688701,42.331427000000000,-83.0457538
Fairfield,Ohio,42635,39.345467300000000,-84.56031870000000
Mansfield,Texas,60872,32.5631924,-97.1416768
Rochester,New York,210358,43.16103,-77.61092190000000
Birmingham,Alabama,212113,33.5206608,-86.80249
Austin,Texas,885400,30.267153000000000,-97.7430608
Santa Barbara,California,90412,34.4208305,-119.69819010000000
Addison,Illinois,37385,41.931696,-87.9889556
Rio Rancho,New Mexico,91956,35.2327544,-106.66304370000000
Normal,Illinois,54664,40.514202600000000,-88.99063120000000
Romeoville,Illinois,39650,41.6475306,-88.0895061
Coon Rapids,Minnesota,62103,45.1732394,-93.30300630000000
San Mateo,California,101128,37.562991700000000,-122.32552540000000
Orlando,Florida,255483,28.5383355,-81.3792365
Casper,Wyoming,59628,42.866632,-106.31308100000000
Bedford,Texas,48592,32.844017,-97.1430671
Wilmington,North Carolina,112067,34.2257255,-77.9447102
Pinellas Park,Florida,49998,27.8428025,-82.6995443
North Miami Beach,Florida,43250,25.9331488,-80.1625463
Kansas City,Kansas,148483,39.114053000000000,-94.6274636
Fitchburg,Massachusetts,40383,42.583422800000000,-71.8022955
Wheeling,Illinois,38015,42.1391927,-87.92895910000000
Newton,Massachusetts,87971,42.337041300000000,-71.2092214
North Miami,Florida,61007,25.890094900000000,-80.18671380000000
Norwich,Connecticut,40347,41.5242649,-72.07591050000000
Newark,New Jersey,278427,40.735657,-74.1723667
Alexandria,Louisiana,48426,31.3112936,-92.4451371
Blaine,Minnesota,60407,45.1607987,-93.2349489
Harlingen,Texas,65665,26.190630600000000,-97.69610260000000
Lompoc,California,43509,34.6391501,-120.4579409
Denton,Texas,123099,33.2148412,-97.13306830000000
Galveston,Texas,48733,29.3013479,-94.7976958
Greenwood,Indiana,53665,39.6136578,-86.10665260000000
Salinas,California,155662,36.6777372,-121.6555013
Miami Gardens,Florida,111378,25.942037700000000,-80.2456045
Huntington,West Virginia,49177,38.41924960000000,-82.445154
Laredo,Texas,248142,27.530567100000000,-99.48032410000000
Melbourne,Florida,77508,28.0836269,-80.6081089
Haltom City,Texas,43580,32.799573800000000,-97.2691817
Palm Bay,Florida,104898,28.034462100000000,-80.5886646
Wilson,North Carolina,49628,35.7212689,-77.91553950000000
Bountiful,Utah,43023,40.8893895,-111.880771
Ceres,California,46714,37.5949316,-120.9577098
Parma,Ohio,80429,41.404774200000000,-81.72290860000000
Rapid City,South Dakota,70812,44.0805434,-103.2310149
Bell Gardens,California,42889,33.965291800000000,-118.1514588
Commerce City,Colorado,49799,39.8083196,-104.9338675
Springfield,Massachusetts,153703,42.1014831,-72.589811
Fort Collins,Colorado,152061,40.5852602,-105.084423
San Leandro,California,87965,37.7249296,-122.1560768
Vista,California,96929,33.2000368,-117.2425355
Yonkers,New York,199766,40.9312099,-73.8987469
Cincinnati,Ohio,297517,39.103118200000000,-84.5120196
Hagerstown,Maryland,40612,39.641762900000000,-77.7199932
Sanford,Florida,56002,28.802861200000000,-81.269453
Union City,New Jersey,68247,40.697589800000000,-74.2631635
Toledo,Ohio,282313,41.6639383,-83.555212
Sierra Vista,Arizona,45129,31.545500100000000,-110.27728560000000
Newport News,Virginia,182020,37.087082100000000,-76.4730122
Hammond,Indiana,78967,41.583368800000000,-87.5000412
Buffalo Grove,Illinois,41778,42.1662831,-87.9631308
Sugar Land,Texas,83860,29.6196787,-95.6349463
Huntsville,Alabama,186254,34.730368800000000,-86.5861037
Lodi,California,63338,38.1341477,-121.27221940000000
Edmonds,Washington,40727,47.8106521,-122.37735520000000
Duncanville,Texas,39605,32.6518004,-96.9083366
Rocky Mount,North Carolina,56954,35.938210300000000,-77.7905339
Pontiac,Michigan,59887,42.6389216,-83.2910468
National City,California,59834,32.6781085,-117.0991967
Hayward,California,151574,37.6688205,-122.08079640000000
Niagara Falls,New York,49468,43.0962143,-79.03773880000000
Sparks,Nevada,93282,39.5349112,-119.7526886
Hanford,California,54686,36.3274502,-119.64568440000000
Cypress,California,49087,33.8169599,-118.0372852
Youngstown,Ohio,65184,41.0997803,-80.6495194
Madison,Alabama,45799,34.6992579,-86.7483318
Redlands,California,69999,34.055569300000000,-117.1825381
Cape Girardeau,Missouri,38816,37.3058839,-89.51814760000000
Nampa,Idaho,86518,43.5407172,-116.5634624
Washington,District of Columbia,646449,38.9071923,-77.03687070000000
Wheaton,Illinois,53648,41.8661403,-88.1070127
Lancaster,Texas,38071,32.5920798,-96.7561082
Rialto,California,101910,34.1064001,-117.37032350000000
Fargo,North Dakota,113658,46.8771863,-96.78980340000000
Peoria,Illinois,116513,40.6936488,-89.58898640000000
Omaha,Nebraska,434353,41.25236340000000,-95.99798830000000
Rancho Santa Margarita,California,49228,33.640855,-117.603104
Manhattan,Kansas,56143,39.1836082,-96.5716694
Palm Springs,California,46281,33.8302961,-116.54529210000000
San Diego,California,1355896,32.715738,-117.1610838
Santa Rosa,California,171990,38.440429000000000,-122.7140548
Lowell,Massachusetts,108861,42.633424700000000,-71.3161718
Broken Arrow,Oklahoma,103500,36.060949,-95.7974526
Kent,Washington,124435,47.380933500000000,-122.23484310000000
Nashville,Tennessee,634464,36.1626638,-86.78160160000000
Hackensack,New Jersey,44113,40.8859325,-74.0434736
Broomfield,Colorado,59471,39.9205411,-105.0866504
Durham,North Carolina,245475,35.99403290000000,-78.898619
Wichita,Kansas,386552,37.688889,-97.336111
Cathedral City,California,52977,33.780538800000000,-116.46680360000000
Lakeville,Minnesota,58562,44.6496868,-93.24272000000000
Elmhurst,Illinois,45556,41.8994744,-87.9403418
Weslaco,Texas,37093,26.159519400000000,-97.9908366
Greenfield,Wisconsin,37159,42.9614039,-88.0125865
Sunnyvale,California,147559,37.368830000000000,-122.03634960000000
Santa Cruz,California,62864,36.9741171,-122.0307963
Kenosha,Wisconsin,99889,42.5847425,-87.8211854
State College,Pennsylvania,41757,40.793394900000000,-77.8600012
Mansfield,Ohio,46454,40.758390000000000,-82.51544710000000
Quincy,Illinois,40915,39.9356016,-91.40987260000000
Pompano Beach,Florida,104410,26.2378597,-80.1247667
San Angelo,Texas,97492,31.4637723,-100.4370375
Bloomington,Illinois,78902,40.4842027,-88.9936873
Tracy,California,84691,37.7396513,-121.42522270000000
Spartanburg,South Carolina,37647,34.949567200000000,-81.93204820000000
Nashua,New Hampshire,87137,42.7653662,-71.467566
Macon,Georgia,89981,32.8406946,-83.6324022
Hempstead,New York,55361,40.706212800000000,-73.6187397
Camden,New Jersey,76903,39.9259463,-75.1196199
Palm Desert,California,50508,33.7222445,-116.37445560000000
Streamwood,Illinois,40351,42.02558270000000,-88.1784085
Chesapeake,Virginia,230571,36.7682088,-76.2874927
Dublin,Ohio,43607,40.0992294,-83.11407710000000
Camarillo,California,66086,34.216393700000000,-119.0376023
Muskegon,Michigan,37213,43.234181300000000,-86.2483921
Elizabeth,New Jersey,127558,40.6639916,-74.2107006
Anchorage,Alaska,300950,61.2180556,-149.90027780000000
Minot,North Dakota,46321,48.23296680000000,-101.2922906
Davie,Florida,96830,26.076478300000000,-80.2521157
McAllen,Texas,136639,26.203407100000000,-98.2300124
McKinney,Texas,148559,33.197246500000000,-96.6397822
Killeen,Texas,137147,31.117119400000000,-97.7277959
Findlay,Ohio,41512,41.04422,-83.6499321
Oakland,California,406253,37.8043637,-122.27111370000000
Mountain View,California,77846,37.3860517,-122.08385110000000
Lake Elsinore,California,57525,33.668077200000000,-117.3272615
Amarillo,Texas,196429,35.2219971,-101.8312969
Provo,Utah,116288,40.233843800000000,-111.6585337
Atlanta,Georgia,447841,33.7489954,-84.3879824
Monterey Park,California,61085,34.0625106,-118.1228476
Strongsville,Ohio,44730,41.3144966,-81.83569
Madera,California,63105,36.961335600000000,-120.0607176
Decatur,Illinois,74710,39.84031470000000,-88.9548001
Woonsocket,Rhode Island,41026,42.0028761,-71.5147839
Mobile,Alabama,194899,30.6953657,-88.0398912
Vallejo,California,118837,38.1040864,-122.25663670000000
Arcadia,California,57639,34.139729200000000,-118.0353449
Collierville,Tennessee,47333,35.042036000000000,-89.66452660000000
Jefferson City,Missouri,43330,38.57670170000000,-92.17351640000000
Longview,Texas,81443,32.5007037,-94.74048910000000
Chandler,Arizona,249146,33.3061605,-111.8412502
Arvada,Colorado,111707,39.802764400000000,-105.08748420000000
Alhambra,California,84577,34.095287,-118.1270146
Kokomo,Indiana,56895,40.486427,-86.13360330000000
Oakland Park,Florida,43286,26.1723065,-80.13198930000000
Indianapolis,Indiana,843393,39.768403,-86.158068
Boynton Beach,Florida,71097,26.531786600000000,-80.0905465
Apache Junction,Arizona,37130,33.4150485,-111.5495777
Mount Prospect,Illinois,54771,42.066416700000000,-87.9372908
Cranston,Rhode Island,80566,41.7798226,-71.4372796
Lafayette,Indiana,70373,40.4167022,-86.8752869
Olathe,Kansas,131885,38.8813958,-94.8191285
Johns Creek,Georgia,82788,34.0289259,-84.19857900000000
Greensboro,North Carolina,279639,36.072635400000000,-79.79197540000000
Kalamazoo,Michigan,75548,42.291706900000000,-85.5872286
Tigard,Oregon,50444,45.4312294,-122.7714861
Jacksonville,North Carolina,69079,34.7540524,-77.43024140000000
Citrus Heights,California,85285,38.7071247,-121.2810611
Tuscaloosa,Alabama,95334,33.2098407,-87.5691735
Ankeny,Iowa,51567,41.7317884,-93.6001278
Hawthorne,California,86199,33.9164032,-118.35257480000000
Hoover,Alabama,84126,33.405386700000000,-86.8113781
Delray Beach,Florida,64072,26.4614625,-80.07282010000000
Wellington,Florida,60202,26.6617635,-80.2683571
Bullhead City,Arizona,39383,35.1359386,-114.5285981
Weston,Florida,68388,26.100365400000000,-80.3997748
Troy,Michigan,82821,42.6064095,-83.1497751
New Rochelle,New York,79446,40.9114882,-73.78235490000000
Stockton,California,298118,37.9577016,-121.29077960000000
Royal Oak,Michigan,58946,42.4894801,-83.1446485
Titusville,Florida,44206,28.612218700000000,-80.8075537
Laguna Niguel,California,64652,33.5225261,-117.70755260000000
Spokane Valley,Washington,91113,47.6732281,-117.2393748
Costa Mesa,California,112174,33.6411316,-117.9186689
Grand Prairie,Texas,183372,32.7459645,-96.99778460000000
Portsmouth,Virginia,96205,36.835425800000000,-76.29827420000000
Lacey,Washington,44919,47.034262900000000,-122.82319150000000
Apex,North Carolina,42214,35.732652,-78.85028560000000
Sioux City,Iowa,82459,42.4999942,-96.4003069
Encinitas,California,61588,33.0369867,-117.2919818
Spanish Fork,Utah,36956,40.114955,-111.654923
Huntington Park,California,58879,33.981681200000000,-118.22507250000000
Eden Prairie,Minnesota,62603,44.8546856,-93.470786
Peoria,Arizona,162592,33.5805955,-112.23737790000000
Tempe,Arizona,168228,33.4255104,-111.9400054
Wilmington,Delaware,71525,39.7390721,-75.5397878
Taylorsville,Utah,60519,40.667724800000000,-111.93882580000000
Westland,Michigan,82578,42.324204000000000,-83.400211
Mesquite,Texas,143484,32.7667955,-96.5991593
Burlington,North Carolina,51510,36.0956918,-79.43779910000000
Garland,Texas,234566,32.912624,-96.6388833
Richmond,California,107571,37.9357576,-122.3477486
Bismarck,North Dakota,67034,46.808326800000000,-100.7837392
Carson City,Nevada,54080,39.1637984,-119.76740340000000
Muskogee,Oklahoma,38863,35.747876900000000,-95.36969090000000
Augusta-Richmond County,Georgia,197350,33.4734978,-82.0105148
Fayetteville,North Carolina,204408,35.0526641,-78.87835850000000
Albany,Georgia,76185,31.578507400000000,-84.155741
Sayreville,New Jersey,44412,40.4594021,-74.360846
Newark,California,44096,37.5296593,-122.0402399
Diamond Bar,California,56449,34.028622600000000,-117.81033670000000
Decatur,Alabama,55816,34.605925300000000,-86.9833417
Chattanooga,Tennessee,173366,35.0456297,-85.3096801
Jeffersonville,Indiana,45929,38.27757020000000,-85.7371847
Bartlett,Illinois,41679,41.9950276,-88.1856301
Baldwin Park,California,76635,34.0852868,-117.96089780000000
Miami Beach,Florida,91026,25.790654,-80.1300455
Jackson,Tennessee,67685,35.6145169,-88.8139469
Port Arthur,Texas,54135,29.884950400000000,-93.939947
San Luis Obispo,California,46377,35.2827524,-120.6596156
Burleson,Texas,40714,32.5420821,-97.32084920000000
Newport Beach,California,87273,33.6189101,-117.9289469
Riverton,Utah,40921,40.521893,-111.9391023
Yakima,Washington,93257,46.6020711,-120.5058987
Dayton,Ohio,143355,39.758947800000000,-84.1916069
Gulfport,Mississippi,71012,30.367419800000000,-89.0928155
Long Beach,California,469428,33.770050400000000,-118.1937395
Chico,California,88077,39.728494400000000,-121.8374777
Hattiesburg,Mississippi,47556,31.327118900000000,-89.2903392
Eugene,Oregon,159190,44.0520691,-123.08675360000000
Colton,California,53243,34.0739016,-117.3136547
Montebello,California,63495,34.0165053,-118.11375350000000
Pleasanton,California,74110,37.6624312,-121.8746789
Everett,Washington,105370,47.9789848,-122.2020794
Hutchinson,Kansas,41889,38.0608445,-97.9297743
Fairfield,California,109320,38.2493581,-122.03996630000000
Avondale,Arizona,78822,33.4355977,-112.3496021
Euclid,Ohio,48139,41.5931049,-81.5267873
Battle Creek,Michigan,51848,42.32115220000000,-85.17971420000000
Bloomington,Minnesota,86319,44.840798,-93.29827990000000
Rock Island,Illinois,38877,41.5094771,-90.57874760000000
Beaverton,Oregon,93542,45.487062,-122.8037102
Kenner,Louisiana,66975,29.9940924,-90.2417434
Clovis,New Mexico,39508,34.4047987,-103.2052272
Troy,New York,49974,42.7284117,-73.69178510000000
Milpitas,California,69783,37.4323341,-121.8995741
Des Plaines,Illinois,58918,42.03336230000000,-87.88339910000000
Placentia,California,52206,33.87223710000000,-117.87033630000000
Taunton,Massachusetts,56069,41.900101,-71.08976740000000
Montclair,California,38027,34.0775104,-117.68977760000000
Johnson City,Tennessee,65123,36.3134397,-82.35347270000000
Savannah,Georgia,142772,32.0835407,-81.0998342
Warren,Ohio,40768,41.237556900000000,-80.81841660000000
Vancouver,Washington,167405,45.6387281,-122.6614861
Sunrise,Florida,90116,26.1669711,-80.25659500000000
Muncie,Indiana,70316,40.1933767,-85.3863599
Lehi,Utah,54382,40.3916172,-111.8507662
San Francisco,California,837442,37.7749295,-122.4194155
Fontana,California,203003,34.0922335,-117.435048
Frisco,Texas,136791,33.1506744,-96.82361160000000
Chino Hills,California,76572,33.989818800000000,-117.7325848
Poway,California,49417,32.9628232,-117.0358646
Huber Heights,Ohio,38142,39.843947,-84.1246608
New Brunswick,New Jersey,55831,40.4862157,-74.4518188
Norfolk,Virginia,246139,36.8507689,-76.28587260000000
